日付,"日本国内
累計罹患者数","日本国内
新規罹患者数",北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県
2020/09/26,81855,639,7,0,0,4,0,0,0,5,1,2,23,38,269,90,2,1,2,0,0,0,5,4,24,5,4,11,66,22,2,0,0,0,2,11,1,0,0,0,0,6,1,0,0,0,0,5,20
2020/09/27,82340,485,19,0,0,3,0,0,5,1,0,1,35,21,144,65,0,0,3,0,1,2,0,2,49,1,5,5,48,16,0,2,0,0,1,16,2,0,0,0,1,4,0,0,0,0,0,6,20
2020/09/28,82642,302,17,1,0,5,0,0,4,11,0,0,20,16,78,17,0,1,0,0,1,0,6,0,19,7,0,8,36,10,5,0,0,0,1,16,0,0,0,0,0,1,0,0,0,0,0,1,14
2020/09/29,83169,527,16,0,0,2,0,0,0,3,1,0,25,40,211,58,0,4,0,0,3,0,1,2,28,1,6,8,51,18,1,1,0,0,0,14,2,0,0,0,0,4,0,0,2,0,0,3,19
2020/09/30,83745,576,16,0,0,7,0,0,2,5,3,2,28,34,194,79,0,2,0,0,4,4,3,7,26,6,1,15,59,15,1,1,0,0,3,15,1,1,0,0,0,8,0,0,1,0,0,2,25
2020/10/01,84378,633,19,0,0,7,0,0,0,2,1,5,33,38,234,78,0,2,1,0,3,1,1,7,21,14,1,5,76,21,5,0,0,0,0,3,0,0,0,0,0,3,0,2,3,0,0,5,29
2020/10/02,84920,542,15,1,0,5,0,0,10,9,1,13,30,34,196,66,0,1,0,0,0,1,0,3,19,2,0,9,50,29,1,0,0,0,0,8,0,0,0,0,0,4,0,0,2,0,0,2,25
2020/10/03,85494,574,18,0,1,7,0,0,0,3,2,6,50,42,205,59,0,0,0,0,1,1,2,6,16,2,0,7,51,15,5,0,0,0,1,14,0,0,0,0,0,7,1,0,8,0,0,1,29
2020/10/04,85894,400,22,0,0,3,5,0,4,5,2,3,35,37,107,37,0,0,0,0,0,1,1,1,18,3,2,4,39,15,1,0,0,0,0,1,0,1,0,1,0,3,0,0,19,0,0,3,20
2020/10/05,86173,279,36,0,0,5,0,0,2,1,1,0,20,22,65,11,0,0,1,0,1,0,0,0,12,0,1,4,31,7,0,0,0,0,3,1,0,0,0,0,0,0,0,0,19,0,0,6,19
2020/10/06,86673,500,12,0,0,8,0,0,3,4,4,5,20,41,176,65,0,0,0,2,1,0,1,0,14,4,1,5,59,18,0,0,0,0,0,5,3,0,0,0,0,4,0,0,13,0,0,5,22
2020/10/07,87179,506,38,0,0,12,0,0,7,12,1,2,39,44,140,54,1,0,0,1,0,3,0,6,15,1,1,4,51,16,2,0,0,0,0,4,2,0,0,0,0,8,2,0,3,0,0,5,26
2020/10/08,87806,627,29,0,0,8,0,1,8,5,0,6,44,39,248,65,5,0,0,1,0,1,0,1,15,0,2,9,49,27,4,1,0,0,1,4,1,0,0,0,0,8,0,1,10,0,0,3,26
2020/10/09,88409,603,27,0,0,13,0,2,8,2,0,6,28,39,203,77,0,0,2,1,0,1,1,0,11,0,1,15,58,16,8,6,0,0,1,5,1,0,0,0,0,11,0,2,21,0,0,0,28
2020/10/10,89087,678,24,0,0,10,0,0,7,6,2,8,100,35,248,63,1,0,0,0,0,2,1,1,21,2,3,20,52,12,0,0,0,0,0,3,1,0,1,0,0,13,0,0,9,0,0,2,19
2020/10/11,89523,436,31,0,0,2,1,0,12,3,0,4,30,43,146,37,2,0,0,0,1,0,1,0,14,1,0,7,45,12,4,0,0,0,0,4,0,0,2,0,1,3,0,0,8,0,0,6,11
2020/10/12,89801,278,12,2,0,5,0,0,3,1,0,2,18,11,78,29,0,0,0,0,0,0,1,1,18,4,1,12,26,8,1,0,0,0,0,12,0,0,0,0,0,1,0,0,12,0,0,1,14
2020/10/13,90299,498,20,0,1,8,0,0,2,0,0,2,31,24,166,54,0,0,2,0,2,0,1,0,24,0,3,29,69,13,3,3,0,0,1,1,0,0,0,0,0,6,1,0,12,0,0,0,14
2020/10/14,90851,552,20,2,0,5,0,0,5,5,8,0,47,31,177,88,0,0,4,0,0,0,2,1,15,2,1,6,61,19,2,0,0,0,4,1,0,0,0,0,0,13,0,0,6,0,1,3,20
2020/10/15,91559,708,30,16,1,4,0,0,8,4,1,1,57,54,284,79,1,0,1,1,0,0,2,4,19,0,1,9,51,14,2,2,0,0,0,3,0,0,1,0,1,5,0,0,6,0,0,3,39
2020/10/16,92198,639,31,26,0,14,0,0,15,4,5,2,52,43,183,85,0,0,1,4,0,3,2,3,21,2,0,7,53,18,3,0,0,0,2,1,0,0,1,1,0,8,1,0,9,1,0,1,30
2020/10/17,92821,623,27,17,0,2,0,0,12,2,5,3,45,32,235,50,0,0,5,0,0,3,0,3,28,3,2,8,50,17,3,1,0,0,2,2,0,9,1,0,0,3,2,1,5,0,0,0,33
2020/10/18,93251,430,24,4,0,2,0,0,3,3,2,5,40,25,132,49,0,0,2,2,0,0,0,0,21,0,2,6,50,13,0,0,0,0,1,1,0,0,0,0,0,3,0,0,4,0,0,0,28
2020/10/19,93567,316,17,18,0,3,0,0,7,0,1,11,22,18,78,23,0,0,0,0,0,0,2,2,15,1,3,3,41,5,0,0,0,0,0,1,0,1,0,0,0,4,0,0,2,0,0,0,35
2020/10/20,94048,481,31,12,0,9,1,0,0,2,5,12,33,40,139,47,0,0,0,0,0,0,3,0,13,1,3,3,65,13,2,4,0,0,1,0,0,3,0,0,0,7,0,0,4,0,0,0,21
2020/10/21,94664,616,22,9,0,6,1,1,5,1,2,9,50,49,145,88,0,0,0,0,3,1,4,3,36,0,1,11,82,14,3,1,0,0,11,1,1,1,1,0,0,7,1,0,4,0,0,0,37
2020/10/22,95280,616,40,6,0,1,0,2,4,4,0,14,45,43,185,55,0,0,0,0,0,2,9,2,19,3,2,13,78,17,3,6,0,0,3,0,1,1,1,0,0,9,0,0,5,0,0,0,38
2020/10/23,96025,745,51,9,1,20,0,0,1,2,3,19,40,54,186,90,0,0,2,0,1,1,8,3,43,1,2,8,100,21,3,2,0,0,6,2,2,0,0,0,0,5,0,1,8,0,0,0,45
2020/10/24,96751,726,60,17,0,7,0,0,6,2,0,19,41,41,201,60,1,0,0,0,0,1,3,4,42,0,2,5,96,48,1,2,0,0,4,1,0,0,0,0,0,5,1,1,1,0,1,0,40
2020/10/25,97244,493,41,3,0,30,0,0,1,2,1,9,17,36,124,60,1,0,1,0,0,3,1,0,16,0,1,3,70,15,0,2,2,0,5,1,0,0,0,0,2,6,0,0,1,0,0,0,31
2020/10/26,97654,410,50,11,0,8,0,2,0,2,0,3,34,25,102,22,0,0,1,0,3,0,0,4,37,0,1,7,43,6,1,0,0,1,3,0,0,0,0,0,0,4,0,0,3,0,0,0,29
2020/10/27,98300,646,27,16,0,45,0,0,1,1,3,4,29,44,158,64,0,0,1,0,3,0,0,9,35,0,4,8,142,10,0,0,1,0,9,1,0,0,0,0,1,5,0,0,3,0,0,0,22
2020/10/28,99031,731,52,7,0,24,0,0,0,6,2,10,44,40,171,64,0,0,3,0,3,1,0,15,51,0,3,14,117,29,5,1,0,0,15,1,0,0,0,0,1,8,0,0,7,0,0,1,29
2020/10/29,99839,808,53,5,0,10,0,0,0,7,2,6,39,43,220,71,1,1,0,0,0,3,5,16,87,1,0,11,125,17,4,0,0,0,31,1,0,0,0,0,0,5,0,0,4,0,0,4,32
2020/10/30,100613,774,69,5,0,11,0,0,0,7,3,4,61,34,203,60,0,0,3,0,1,1,4,10,51,7,1,13,137,20,4,1,0,0,12,0,0,0,0,0,0,10,0,0,5,0,0,2,26
2020/10/31,101489,876,81,5,0,26,2,0,1,4,2,6,29,37,215,65,1,0,4,1,3,2,5,10,97,2,5,19,143,28,9,1,0,0,13,3,0,0,0,0,0,9,0,1,6,0,0,0,32
2020/11/01,102102,613,69,9,0,16,0,0,0,2,0,1,33,24,116,65,0,0,2,0,0,2,1,4,48,1,1,15,123,15,11,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,5,27
2020/11/02,102589,487,96,8,0,29,1,0,1,3,1,1,26,21,87,22,0,0,0,0,2,1,6,1,44,2,4,7,74,10,5,2,0,0,0,0,0,0,0,0,0,4,2,0,6,0,0,0,13
2020/11/03,103454,865,71,1,2,16,0,0,12,2,2,3,30,40,209,68,0,0,1,0,0,5,5,14,85,1,3,13,156,52,11,0,0,0,12,0,2,0,0,0,0,2,8,0,6,0,2,8,19
2020/11/04,104078,624,75,11,0,16,0,0,0,4,1,5,42,30,122,44,0,0,0,0,3,1,2,5,53,5,3,9,85,36,4,1,0,0,6,3,0,0,1,0,0,9,2,0,11,0,2,5,16
2020/11/05,105126,1048,119,8,0,18,3,0,8,10,1,3,32,58,269,109,2,1,2,0,4,0,10,10,79,1,21,11,125,43,15,2,0,0,6,2,8,0,1,0,0,5,0,1,11,0,1,17,27
2020/11/06,106271,1145,115,5,1,13,0,0,1,7,2,5,114,42,242,104,1,0,1,0,4,1,16,17,82,12,9,24,169,49,19,0,4,0,8,3,0,3,0,1,0,17,1,3,7,1,0,13,21
2020/11/07,107602,1331,187,2,0,18,0,0,3,10,2,6,69,61,294,137,2,0,3,1,4,18,3,30,113,8,6,20,191,31,13,6,1,0,9,3,2,0,1,0,0,8,1,0,4,0,0,5,32
2020/11/08,108552,950,153,2,0,13,0,1,2,12,0,1,44,44,189,77,7,0,3,1,8,1,6,13,81,1,2,21,140,32,11,2,0,0,6,3,0,0,2,0,0,4,0,0,7,1,1,11,29
2020/11/09,109333,781,200,1,1,7,0,1,3,7,1,2,51,32,157,36,3,0,1,3,2,14,7,6,57,1,18,8,78,20,8,1,7,0,2,2,0,1,0,0,0,4,6,0,3,0,0,3,18
2020/11/10,110617,1284,166,0,2,20,1,1,0,9,4,5,67,48,293,98,2,1,1,4,13,3,13,16,129,2,5,13,226,58,9,2,1,0,1,2,6,2,1,0,0,23,0,0,3,0,0,5,25
2020/11/11,112163,1546,197,1,8,33,0,3,1,20,2,5,116,65,317,130,16,0,1,2,11,6,10,21,104,4,11,18,256,70,17,7,0,0,7,2,2,0,2,0,0,21,1,0,6,1,0,5,36
2020/11/12,113823,1660,236,0,10,18,2,2,2,26,2,5,75,74,393,147,6,0,2,1,8,13,20,13,143,3,11,17,231,81,17,6,0,0,6,2,1,0,3,4,0,16,1,0,11,1,0,1,24
2020/11/13,115529,1706,235,0,13,30,0,0,7,26,2,9,83,60,374,146,2,0,0,2,6,23,11,16,148,4,0,28,263,69,24,4,1,0,13,3,14,0,1,2,0,16,0,1,10,0,0,5,49
2020/11/14,117267,1738,230,3,5,10,1,2,3,40,4,0,104,88,352,147,0,2,1,1,0,19,4,36,152,6,9,24,285,79,23,10,0,0,12,6,10,1,0,0,0,7,2,0,16,1,0,1,26
2020/11/15,118708,1441,209,0,6,5,2,1,4,21,3,5,80,60,255,114,2,1,2,0,2,13,9,24,102,4,8,22,266,79,9,8,0,0,17,7,8,0,1,6,0,12,0,1,12,0,0,3,46
